id,ident,type,name,latitude_deg,longitude_deg
319830,SI-0022,small_airport,Vzletišče Hude Ravne - Dole pri Litiji,46.0087081,15.0380194
319831,SI-0023,small_airport,Vzletišče Libeliče,46.623608,14.955036
319832,SI-0024,small_airport,Vzletišče Zagorje ob Savi,46.1428047,14.9992623
319833,CH-0003,small_airport,Altisurface du Glacier de Prasfleuri,46.0642891,7.3543167
319837,IT-0366,small_airport,Aviosuperficie Beddizole,45.51851,10.449577
319839,IT-0367,small_airport,Aviosuperficie Bosco di Mezzo,37.1523,14.59928
319842,IT-0368,small_airport,Aviosuperficie Amici del Volo,41.676997,13.74285
319846,MX-0279,small_airport,Ultraligeros del Desierto Airport,31.39144,-113.5371
319847,MX-0280,heliport,Inmobiliaria Montes Urales 770 Helipad,19.423962,-99.20428
319848,MX-0281,heliport,El Roble Helipad,23.762278,-99.143389
319849,MX-0282,small_airport,Carneros Airport,29.510361,-106.12885
319850,MX-0283,heliport,Royal Holiday Helipad,19.35075,-99.186944
319851,MX-0284,small_airport,Las Bugambilias Airport,21.607,-104.8325
319852,MX-0285,small_airport,Rancho El Papalote Airport,27.89929,-100.50765
319854,IT-0369,small_airport,Campo di Volo Ass.Sp.Volo Leggero,45.261776,11.192901
319855,MX-0286,small_airport,La Angostura Airport,30.8507,-112.814801
319856,MX-0287,small_airport,JBS Airport,25.4406,-108.38896
319857,MX-0288,small_airport,Ixtlan II Airport,21.0413,-104.4431
319858,MX-0289,small_airport,Margaritas Airport,28.6836,-101.780501
319859,MX-0290,small_airport,Rancho Productor de Leche Villa Ahumada Airport,30.475351,-106.514831
319866,UEBG,small_airport,Lake Khaiyr Airport,70.8083,133.5059
319867,UEBK,small_airport,Kular Airport,70.59566,134.509293
319868,UEAT,small_airport,Chumpu-Kytyl Airport,65.3681,143.199
319869,UEBC,heliport,Batagay Hospital Heliport,67.6501,134.6005
319880,UEDN,small_airport,Horula Airfield,63.9622,118.644602
319897,EPCD,small_airport,Depułtycze Królewskie Airport,51.082067,23.437014
319898,EPJL,small_airport,Laszki Field,50.008497,22.918897
319899,PL-0084,heliport,Sanok Heliport,49.575593,22.20239
319900,PL-0085,small_airport,Stara Wieś Field,49.722995,22.025378
319901,UZ-0147,small_airport,Tomar Ozek Airport,43.615,59.267
319902,EPKL,small_airport,Krasocin Field,50.898824,20.127511
319906,EPSJ,small_airport,Sobienie Field,51.951142,21.35253
319910,KZ-0083,small_airport,Akchatau Airport,47.891086,74.054011
319911,KZ-0084,small_airport,Gora Sasyrly Airport,47.17,71.39
319912,KZ-0085,small_airport,Koktas Southwest Airport,47.351,70.616
319913,KZ-0086,small_airport,Koktas Airport,47.341,70.684
319914,KZ-0087,small_airport,Cambala Airport,46.02491,73.494567
319915,KZ-0088,small_airport,Jeppesen Avia Club Airport,44.564,76.6392
319917,IT-0370,small_airport,Aviosuperficie Pica,42.6963889,13.9172222
319920,KZ-0089,small_airport,Yrgyz Airport,48.626201,61.2373
319921,KZ-0090,small_airport,Beyneu Airport,45.33196,55.12443
319922,KZ-0091,small_airport,Novotroitskoye Airport,53.9114,61.5384
319924,IT-0371,small_airport,Campo di Volo Ca' Quinta di Sarego,45.4328333,11.3833333
319926,IT-0372,small_airport,Aviosuperficie San Mauro,46.0683333,13.3668833
319943,GB-0365,small_airport,Holmbeck Farm Airfield,51.9103045,-0.7286654
319947,MU-0002,large_airport,ssr,0,0
319948,EDHA,small_airport,Sonderlandeplatz Ahlhorn,52.8883333,8.2333333
319952,IT-0373,small_airport,Aviosuperficie Serristori,43.332147,11.858067
319954,IT-0374,small_airport,Campo di Volo Asolo Flight,45.7583333,11.8961111
319956,IT-0375,small_airport,Campo di Volo San Marco Volo,45.771043,11.996559
319958,IT-0376,small_airport,Aviosuperficie Montebelluna,45.748913,12.056902
319960,MX-0291,small_airport,El Bolsón Airport,24.7951,-107.7231
319961,MX-0292,small_airport,Santa Rosa Airstrip,25.3462,-107.103
319962,MX-0293,small_airport,Dos Amigos Airstrip,30.506614,-115.887121
319963,MX-0294,small_airport,Rancho Laguna Vista Airport,24.7959,-97.85
319964,MX-0295,small_airport,La Poza Airport,22.132,-98.2066
319967,MX-0297,small_airport,El Toro Airport,26.262677,-102.122664
319968,MX-0298,small_airport,La Curva Airport,18.9872,-102.0851
319969,MX-0299,small_airport,Rancho Magaña Airport,30.635,-115.9577
319970,MX-0300,small_airport,Rancho Grande Airport,29.8252,-111.2448
319971,MX-0301,small_airport,San Pantaleon Airstrip,26.6532,-108.094301
319972,MX-0302,small_airport,Vallecitos Airport,25.7185,-107.1572
319975,IT-0377,small_airport,Campo di Volo Club Deltasport,44.653559,10.991591
319977,IT-0378,small_airport,Campo di Volo Ala Jonica,37.9371,15.320702
319978,IT-0379,small_airport,Aviosuperficie Rosangeles,45.3628333,9.0166833
319980,IT-0380,small_airport,Campo di Volo A.S. Ulcor,39.9787,8.6792
319981,IT-0381,small_airport,Campo di Volo Vallermosa,39.3561,8.7919
319983,IT-0382,small_airport,Campo di Volo Gemini,39.8948,18.1904
319988,RK96,heliport,H 502 Heliport,36.3016,127.4798
319989,RK97,heliport,H 506 Heliport,36.7972,127.207992
319990,RK98,heliport,H 608 Heliport,36.093,128.2996
319991,RK75,heliport,C 254 Heliport,38.022801,127.3536
319992,RK76,heliport,C 260 Heliport,38.1326,127.2467
319993,IT-0383,small_airport,Campo di Volo Giovanni Zaccini,41.560349,13.34412
319995,IT-0384,small_airport,Campo di Volo Il Grifo,41.671186,13.278646
319996,IT-0385,small_airport,Campo di Volo Rains,41.146,14.338803
320002,UACS,small_airport,Stepnogorsk Airport,52.326,71.8523
320006,IT-0387,small_airport,Aviosuperficie Delfina,42.842934,12.734494
320009,IT-0388,small_airport,Aviosuperficie Panicarola,43.0644444,12.1005556
320011,IT-0389,small_airport,Aviosuperficie Bore di Chienti,43.261156,13.563302
320020,IT-0390,small_airport,Campo di Volo Delta Top Pegaso,42.224206,11.7948
320022,IT-0391,small_airport,Campo di Volo San Giorgio,42.192897,11.724445
320025,IT-0392,small_airport,Aviosuperficie Montemelino,43.103,12.253
320030,US-0319,small_airport,Ronnie Cole,39.831008,-85.72268
320031,US-0320,small_airport,My Place Airport,40.478828,-82.943787
320040,IT-0393,small_airport,Aviosuperficie Ali sul Graticolato,45.5583333,11.9738889
320042,IT-0394,small_airport,Aviosuperficie Punta Ala,42.842172,10.82307
320049,GB-0366,small_airport,Stoke Airfield,51.4456,0.633467
320052,FR-0341,small_airport,La Tranclière Private Airstrip,46.0957592,5.2860195
320053,FR-0342,small_airport,Lavours,45.7957181,5.77395432
320057,CA-0579,heliport,Amphitrite Point Heliport,48.9224,-125.541601
320058,CA-0580,heliport,Egg Island Lightstation Helipad,51.249701,-127.8364
320059,CA-0581,heliport,Green Island Lightstation Helipad,54.5685401,-130.70648
320060,CA-0582,small_airport,Bamfield Airstrip,48.8206,-125.1193
320063,CA-0583,heliport,Scarlett Point Lighthouse Helipad,50.8609,-127.6126
320064,CA-0584,small_airport,Pointed Mountain Airport,60.3311002,-123.813
320066,IT-0395,small_airport,Aviosuperficie Collina,43.988371,11.389562
320068,IT-0396,small_airport,Campo di Volo Dedalo,42.92801,10.840792
320070,IT-0397,small_airport,Campo di Volo Ali Friuli,46.056493,13.426248
320071,GB-0367,small_airport,Chatteris Airfield,52.4873,0.0891111
320072,GB-0368,small_airport,Sandy Airfield,52.129787,-0.310853
320075,GB-0369,small_airport,Darley Moor Airfield,52.9693,-1.74868
320078,GB-0370,small_airport,Derryogue,54.0517,-6.029625
320079,GB-0371,small_airport,Decoy Farm Airstrip,52.8654,-0.306622
320080,IT-0398,small_airport,Aviosuperficie Amici dell'Aria,39.327868,9.146871
320082,CBM7,heliport,Banff - Mineral Springs Hospital Helipad,51.17964,-115.576081
320083,CBH7,small_airport,Benalto/Hillmans Farm Airport,52.228,-114.256202
320084,IT-0399,small_airport,Campo di Volo Aliveneta,45.250934,11.036059
320087,CBN2,heliport,Bonnyville Health Care Centre Helipad,54.264,-110.7405
320088,CBR9,small_airport,Anchor 9 Ranch Airport,51.4125,-114.580201
320089,GB-0372,small_airport,Shifnal Airfield,52.6668,-2.4
320091,CA-0585,heliport,Race Rocks Light Helipad,48.298504,-123.5322
320092,CA-0586,heliport,Elephant Enterprises Inc. Heliport,51.1152,-114.2956
320093,CA-0587,heliport,Foothills Hospital McCaig Tower Helipad,51.0654,-114.135001
320094,CA-0588,heliport,K. Coffey Residence Helipad,51.1657,-114.314801
320095,CA-0589,heliport,Calgary\Okotoks (GG Ranch) Heliport,50.7448,-113.991601
320096,CA-0590,heliport,Calgary/South Health Campus Hospital Helipad,50.8828,-113.952
320097,AYWQ,small_airport,Wakunai Airport,-5.8603,155.2223
320100,IT-0400,small_airport,Campo di Volo Cavaliere d'Italia,45.156334,12.110272
320102,IT-0401,small_airport,Campo di Volo Gli Acquilotti,45.138,12.2334
320104,IT-0402,small_airport,Campo di Volo Al Ranch,45.9235,13.0335667
320105,IT-0403,small_airport,Campo di Volo Always,46.133883,13.278224
320107,IT-0404,small_airport,Campo di Volo I Grifoni,45.91347,13.371861
320109,IT-0405,small_airport,Aviosuperficie Chiasiellis,45.944928,13.208403
320111,IT-0406,small_airport,Campo di Volo Fly Synthesis,45.9686667,13.23355
320116,CA-0591,heliport,Canmore Hospital Helipad,51.0924,-115.349501
320121,CA-0594,small_airport,Rednek Air Airport,49.821603,-112.5308
320122,CCS2,heliport,Consort Health Centre Helipad,52.009103,-110.782
320123,CA-0595,small_airport,Didsbury/Minty Field,51.6535,-114.353
320124,CBY2,heliport,Edmonton/Bailey Heliport,53.5078,-113.2363
320126,IT-0407,small_airport,Campo di Volo Fly Evolution,45.981982,13.306923
320128,IT-0408,small_airport,Campo di Volo Pranovi,45.372,12.037703
320131,EKGL,small_airport,Gørløse Glider Field,55.8855556,12.2280556
320136,ES-0040,small_airport,Zalduendo ULM,42.873599,-2.337437
320137,ES-0041,small_airport,Aeródromo de Casas de Juan Gil,39.1329131,-1.2636747
320138,ES-0042,small_airport,Aeródromo de Las Cañadillas,38.5019808,-2.270097
320139,ES-0043,small_airport,La Montaña ULM,38.80213,-0.3984167
320140,ES-0044,small_airport,Aeródromo de la Curiscada,43.33301667,-6.3785
320141,ES-0045,small_airport,Base Aérea Las Navas,42.953642,-3.473773
320143,LV-0006,small_airport,Mālpils lidlauks,57.0453145,24.9450335
320144,GB-0373,small_airport,Forest Farm Airstrip,52.669214,-3.0299325
320145,GB-0374,small_airport,Viewfield Airstrip,57.6641249,-3.188644
320146,GB-0375,small_airport,Falgunzeon Glider Airfield,54.9445493,-3.7393838
320147,PT-0033,small_airport,Aeródromo de Pombal,39.885631,-8.6496927
320148,ES-0046,small_airport,Aeródromo de Trasmirás,42.0517681,-7.5986285
320149,ES-0047,small_airport,Aeródromo de Reboira,43.1782148,-7.0494408
320150,PT-0034,small_airport,Aeródromo da Lourinhã,39.2609075,-9.3356058
320152,PT-0035,small_airport,Aeródromo de Pinhanços,40.4525567,-7.6919837
320153,GB-0376,small_airport,Yorkshire Gliding Club,54.2306616,-1.2111429
320155,IT-0409,small_airport,Campo di Volo Maraclub Icamar,39.278216,9.25674
320158,IT-0410,small_airport,Aviosuperficie Aero Club Valdarno S.C.U.V.,43.53084,11.473086
320159,IT-0411,small_airport,Campo di Volo Massimo Costa,43.092714,10.556267
320163,CEP7,heliport,Elk Point Health Care Centre Heliport,53.8983,-110.908
320166,IT-0413,small_airport,Aviosuperficie del Parteolla,39.400471,9.139151
320167,IT-0414,small_airport,Aviosuperficie La Tana del Volo,39.269133,8.771811
320168,ES-0048,small_airport,Aeródromo de Gérgal,37.12557,-2.595571
320170,ES-0049,small_airport,Aerodrómo de Sanchidrián,40.89995,-4.609617
320173,CGP2,heliport,Queen Elizabeth II Hospital Helipad,55.17597,-118.78757
320174,CHD2,heliport,Hardisty Health Centre Helipad,52.6689,-111.307101
320175,CHR2,heliport,High River Hospital Helipad,50.5761,-113.8793
320176,IT-0415,small_airport,Campo di Volo Scaligero,45.317999,10.708789
320177,IT-0416,small_airport,Aviosuperficie Arcadia,45.501483,10.788964
320179,DE-0352,small_airport,Skydive Bad Lippspringe,51.79056,8.786111
320180,CBL8,small_airport,Bala Airport,45.030605,-79.617801
320181,SI-0025,small_airport,Vzletišče Hauptmanca,45.9968268,14.5247228
320182,GR-0014,small_airport,Myrini - Karditsa aerodrome,39.4074454,21.9959213
320184,GR-0015,small_airport,Molos Airfield,38.8261747,22.6619585
320185,ES-0050,small_airport,Aeródromo de Villaconejos,40.0969757,-3.5083487
320186,CBB4,heliport,Beddis Beach Helipad,48.79997,-123.4236
320187,IT-0418,heliport,Marradi Fire Brigade Helipad,44.089273,11.634656
320188,GB-0377,small_airport,Croughton Manor Farm Airstrip,51.9878923,-1.2071769
320190,CA-0598,small_airport,Stone Wall Farm Airport,44.988503,-79.1895
320191,CTA6,small_airport,Tinks Airport,45.007,-79.414101
320193,CRG3,small_airport,Bouthillier Airport,45.4778,-73.3016
320195,IT-0419,small_airport,Campo di Volo San Sisto,44.847258,10.505502
320197,IT-0420,small_airport,Campo di Volo Top Gun,44.682302,10.568648
320198,GB-0378,small_airport,Barling Airfield,51.5684,0.794664
320199,CAF2,small_airport,Cayuga East Airport,42.960301,-79.788
320200,GB-0379,small_airport,Latch Farm Airstrip,55.8742,-3.45464
320203,HU-0038,small_airport,Inárcs repülőtér,47.2636412,19.3132245
320204,IT-0421,small_airport,Campo di Volo Volo Libero Carnia,46.524053,13.004055
320205,IT-0422,small_airport,Campo di Volo Pajaro Loco,45.867979,12.792206
320206,PL-0086,small_airport,Lotnisko Lwówek,51.1282825,15.5704644
320207,RO-0013,small_airport,Aeroclubul Balta-Verde,44.2858388,23.7915368
320208,CES5,small_airport,Centralia (Essery Field) Airport,43.2921,-81.465502
320209,IT-0423,small_airport,Bracciano Air Base,42.0822,12.07459
320210,CDL8,small_airport,Centredale Airport,45.4094,-62.618401
320211,PT-0036,small_airport,Aeródromo Municipal de Valadas,39.6820593,-8.253189
320212,CCS7,heliport,Chicoutimi Central Hospital Helipad,48.4258,-71.047601
320213,DE-0353,small_airport,UL-Flugplatz Beedeln,51.0072346,12.8145434
320214,RO-0014,small_airport,Aerodromul Alexeni,44.704857,26.720739
320215,CHB2,heliport,Hudson Bay Helicopters Heliport,58.7664,-94.1677
320216,CWD2,heliport,Alta Heliport,44.5294,-80.354
320218,CKF8,small_airport,Kirby Field,44.1328,-79.725
320219,CTH8,small_airport,Tally-Ho Field,44.2143,-79.7769
320220,CRM4,small_airport,Cormier Airport,46.1808,-64.3758
320221,CCR9,small_airport,Creemore Airport,44.346504,-80.1336
320222,IT-0424,small_airport,Aviosuperficie Mascioni,45.8991667,8.71735
320224,IT-0425,small_airport,Campo di Volo Aeroteam,45.4362801,8.5770435
320225,IE-0009,small_airport,Dowth Airstrip,53.7090536,-6.4380288
320231,BY-0023,small_airport,Bobruisk Aeroclub,53.21033,29.1290388
320232,NO-0063,small_airport,Hedmark,60.2574,11.7511
320233,IT-0426,small_airport,Campo di Volo Rivoli,45.046818,7.536461
320234,IT-0427,small_airport,Campo di Volo Andrea Bozzo,44.863742,7.407068
320241,IN-0103,small_airport,Atq,0,0
320242,IT-0428,small_airport,Campo di Volo La Canonica,45.635467,12.340599
320243,IT-0429,small_airport,Campo di Volo Albatros,45.770727,12.244068
320244,IT-0430,small_airport,Campo di Volo Dream Fly,45.930381,12.257512
320245,IT-0431,small_airport,Campo di Volo Butterfly 2,45.853,12.456949
320246,ES-0051,small_airport,Aeródromo de Binéfar,41.853613,0.254904
320248,BG-0036,small_airport,Veren Airfield,42.3326251,25.1695166
320253,GB-0380,small_airport,Devon and Somerset Gliding Club,50.8515859,-3.2748162
320254,IT-0432,small_airport,Aviosuperficie Val Vibrata 2,42.80427,13.794678
320255,HR-0003,seaplane_base,Rijeka Seaplane Terminal,45.326054,14.438421
320257,CDH6,small_airport,Delhi Airport,42.8846,-80.4062
320262,CCK2,heliport,St John's Health Sciences Centre Heliport,47.572504,-52.7455
320263,CDH4,heliport,Cowichan District Hospital Heliport,48.7862,-123.7214
320264,PT-0037,small_airport,Aeródromo da Pampilhosa,40.026869,-7.955008
320265,GB-0381,small_airport,Walkeridge Farm Airstrip,51.2922274,-1.2482383
320266,DE-0354,small_airport,Paraglider Ternberg,47.9347398,14.3508537
320267,GB-0382,small_airport,Seighford Airfield,52.8275445,-2.2081646
320270,CPF3,small_airport,Parti Field,45.4274,-76.069502
320271,CDT7,small_airport,Dutton Airport,42.6592,-81.512602
320272,ES-0052,small_airport,Aeródromo de Viver,39.95398,-0.623243
320273,PT-0038,small_airport,Aerodromo Giesteira,39.5806702,-8.6630037
320274,PT-0039,small_airport,Aérodromo de Ferreira do Alentejo,38.040061,-8.1042303
320275,GB-0383,small_airport,North Wales Gliding Club,53.043229,-3.2219454
320276,GB-0384,small_airport,Kenley Aerodrome,51.3054288,-0.0959572
320277,IT-0434,small_airport,Campo di Volo L'Airone,45.153393,8.656568
320278,IT-0435,small_airport,Aviosuperficie di Fucecchio,43.7514431,10.8073791
320279,IT-0436,small_airport,Aviosuperficie Antica Sardegna,39.270695,9.538871
320282,GB-0385,small_airport,Abbots Bromley Airfield,52.818469,-1.902386
320283,GB-0386,small_airport,[Duplicate] Skegness Airfield,53.1776,0.335256
320284,GB-0387,small_airport,Hollym Airfield,53.7157,0.0496694
320285,GB-0388,small_airport,Pitsford Water,52.3153,-0.871944
320287,GB-0389,small_airport,Sutton Meadows Airfield,52.38711,0.06061
320288,CDF5,small_airport,Elora Airport,43.632401,-80.3565
320289,GB-0390,small_airport,Coleman Green Airstrip,51.7918157,-0.274944
320290,EEVO,small_airport,Vormsi Airfield,58.9851604,23.2513723
320291,PT-0040,small_airport,Aérodromo Municipal de Proença-a-Nova,39.7312167,-7.8749498
320292,GB-0391,small_airport,Pocklington Airfield,53.9264016,-0.794634
320294,SE-0020,small_airport,Bänkås Hoppfält,62.3890858,17.452807
320295,CBS2,small_airport,Blue Sky Airport,49.2939,-103.0197
320296,SE-0021,small_airport,Finnskoga/Backa flygplats,60.5534949,13.1027868
320297,GB-0392,small_airport,South Wales Gliding Club,51.7193476,-2.8487476
320298,IT-0437,small_airport,Aviosuperficie Santo Stefano,42.072262,12.2628
320301,CZ-0107,small_airport,Litoměřice,50.5265146,14.18616
320302,EPZB,small_airport,Zborowo,52.36205556,16.63872222
320305,GB-0393,small_airport,Currock Hill Glider Field,54.9331,-1.84681
320308,CSJ3,heliport,St. Joseph's Hospital Helipad,49.152903,-103.013001
320310,CFL4,small_airport,Smithorrs Field,44.265002,-80.527602
320311,CA-0604,heliport,Stuart Lake Hospital Helipad,54.440705,-124.2424
320312,CFS3,small_airport,Fort Selkirk Airport,62.7683,-137.384704
320314,DE-0355,small_airport,Sonderlandeplatz Meißendorf-Brunsiek,52.7122879,9.8729296
320315,PT-0041,small_airport,Aerodromo da Lezíria,38.902,-8.9367
320316,CGR4,heliport,The Ridge Heliport,49.7832,-126.043701
320317,CZ-0108,small_airport,Bezno Airstrip,50.356925,14.8068316
320318,IT-0438,small_airport,Campo di Volo AliLafer,45.033682,9.791865
320322,CGF4,heliport,Boundary Hospital Heliport),49.030605,-118.47
320324,CWD3,heliport,Hamilton/Waterdown Heliport,43.3243,-79.9361
